prompt_index,sample_index,prompt_text,generated_text
19,2,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) ∧ Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ↔ (Rabbit(x) ∧ Squirrel(x)))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) ∧ SpottedNearCampus(x)) → Skittish(x)
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
19,3,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ⊕ (Cute(x))) 
    ∀x (SpottedNearCampus(x) ⊕ Squirrel(x)) 
    ∀x (Skittish(x) → ¬Calm(x)) 
    ∀x (Squirrel(x) → Skittish(x)) 
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
19,4,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ↔ (Cute(x) ∧ Squirrel(x)))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) ∧ SpottedNearCampus(x) → Skittish(x))
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
19,5,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ⊕ Cute(x)) 
    ∀x (SpottedNearCampus(x) ⊕ Squirrel(x))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) → Skittish(x))
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
20,1,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ⊕ (Cute(x))) 
    ∀x (SpottedNearCampus(x) ⊕ (Squirrel(x)))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) → Skittish(x))
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
20,2,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) ∧ Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ↔ (Rabbit(x) ∧ Squirrel(x)))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) ∧ SpottedNearCampus(x)) → Skittish(x)
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
20,3,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ⊕ (Cute(x))) 
    ∀x (SpottedNearCampus(x) ⊕ Squirrel(x)) 
    ∀x (Skittish(x) → ¬Calm(x)) 
    ∀x (Squirrel(x) → Skittish(x)) 
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
20,4,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ↔ (Cute(x) ∧ Squirrel(x)))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) ∧ SpottedNearCampus(x) → Skittish(x))
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
20,5,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    All rabbits that can be spotted near the campus are cute. 
Some turtles can be spotted near the campus. 
The only animals that can be spotted near the campus are rabbits and squirrels.
If something is skittish, then it is not calm.
All the squirrels that can be spotted near the campus are skittish.
Rockie can be spotted near the campus, and it is calm.
    FOL Premises:
","    ∀x (SpottedNearCampus(x) → Cute(x)) 
    ∃x (SpottedNearCampus(x)) 
    ∀x (SpottedNearCampus(x) ⊕ Cute(x)) 
    ∀x (SpottedNearCampus(x) ⊕ Squirrel(x))
    ∀x (Skittish(x) → ¬Calm(x))
    ∀x (Squirrel(x) → Skittish(x))
    (SpottedNearCampus(rockie) ∧ Calm(rockie))
    <text>"
21,1,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    ""Stranger Things"" is a popular Netflix show.
If a Netflix show is popular, Karen will binge-watch it.
If and only if Karen binge-watches a Netflix show, she will download it.
Karen does not download ""Black Mirror.""
""Black Mirror"" is a Netflix show.
If Karen binge-watches a Netflix show, she will share it with Lisa.
    FOL Premises:
","    (NetflixShow(rina)) 
    (NetflixShow(rina) → Popular(rina)) 
    (Popular(rina) ↔ BingeWatch(rina))
    ¬(BingeWatch(rina) ∧ NetflixShow(rina))
    (NetflixShow(rina))
    ¬(Download(rina) ∧ NetflixShow(rina))
    (NetflixShow(rina))
    (BingeWatch(rina) → ShareWithLisa(rina))
    <text>"
21,2,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    ""Stranger Things"" is a popular Netflix show.
If a Netflix show is popular, Karen will binge-watch it.
If and only if Karen binge-watches a Netflix show, she will download it.
Karen does not download ""Black Mirror.""
""Black Mirror"" is a Netflix show.
If Karen binge-watches a Netflix show, she will share it with Lisa.
    FOL Premises:
","    (NetflixShow(rina) ∧ Popular(rina)) → BingeWatch(rina)
    BingeWatch(rina) ↔ Download(rina)
    ¬Download(rina)
    NetflixShow(rina)
    BingeWatch(rina) → ShareWithLisa(rina)
    <text>
    (NetflixShow(rina) ∧ Popular(rina)) → BingeWatch(rina)
    BingeWatch(rina) ↔ Download(rina)
    ¬Download(rina)
    NetflixShow(rina)
    BingeWatch(rina) → ShareWithLisa(rina)
    </text>"
21,3,"
    Given a set of premises, your task is to parse the problem and the question into first-order logic formulas. The following is the information you need to complete the task.
    The grammar of the first-order logic formular is defined as follows:
    1) logical conjunction of expr1 and expr2: expr1 ∧ expr2
    2) logical disjunction of expr1 and expr2: expr1 ∨ expr2
    3) logical exclusive disjunction of expr1 and expr2: expr1 ⊕ expr2
    4) logical negation of expr1: ¬expr1
    5) expr1 implies expr2: expr1 → expr2
    6) expr1 if and only if expr2: expr1 ↔ expr2
    7) logical universal quantification: ∀x
    8) logical existential quantification: ∃x
    Predicates have to be AT LEAST two characters long.
    The following is an example of the task you need to carry out. You should follow the output format of the FOL Premises section.
    Natural Language Premises:
    All people who regularly drink coffee are dependent on caffeine. People either regularly drink coffee or joke about being addicted to caffeine. No one who jokes about being addicted to caffeine is unaware that caffeine is a drug. Rina is either a student and unaware that caffeine is a drug, or neither a student nor unaware that caffeine is a drug. If Rina is not a person dependent on caffeine and a student, then Rina is either a person dependent on caffeine and a student, or neither a person dependent on caffeine nor a student.
    Predicates:
    Dependent(x)
    Drinks(x)
    Jokes(x)
    Unaware(x)
    Student(x)
    FOL Premises:
    ∀x (Drinks(x) → Dependent(x)) 
    ∀x (Drinks(x) ⊕ Jokes(x)) 
    ∀x (Jokes(x) → ¬Unaware(x))
    (Student(rina) ∧ Unaware(rina)) ⊕ ¬(Student(rina) ∨ Unaware(rina)) 
    ¬(Dependent(rina) ∧ Student(rina)) → (Dependent(rina) ∧ Student(rina)) ⊕ ¬(Dependent(rina) ∨ Student(rina))
    Answer only with the FOL premises with the desired output. Start your final output with <text>. End your final output with </text>

    Natural Language Premises:
    ""Stranger Things"" is a popular Netflix show.
If a Netflix show is popular, Karen will binge-watch it.
If and only if Karen binge-watches a Netflix show, she will download it.
Karen does not download ""Black Mirror.""
""Black Mirror"" is a Netflix show.
If Karen binge-watches a Netflix show, she will share it with Lisa.
    FOL Premises:
","    (Show(rina) ∧ Popular(rina)) → BingeWatch(rina) 
    BingeWatch(rina) → Download(rina)
    BingeWatch(rina) ↔ Download(rina)
    ¬Download(rina)
    Show(rina)
    FOL Premises:
    (Show(rina) ∧ Popular(rina)) → BingeWatch(rina) 
    BingeWatch(rina) → Download(rina)
    BingeWatch(rina) ↔ Download(rina)
    ¬Download(rina)
    Show(rina)
    <text>"
