,story_id,premises,premises-FOL,conclusion,conclusion-FOL,label,example_id,gpt Translations,qwen Translations
61,485,"Every instrument in the percussion section is either an idiophone or a membranophone.
Idiophones in the percussion section vibrate their primary body.
Membranophones in the percussion section vibrate a stretched membrane.
Every instrument in the percussion section that vibrates its primary body also tunes by sanding.
Every instrument in the percussion section that vibrates a stretched membrane also tunes by tightening.
Timpani in the percussion section are tuned by tightening.
Xylophones in the percussion section are not tuned by tightening.
The snare drum is in the percussion section; and either is both a timpani and is tuned by standing, or neither. ","∀x (Instrument(x) ∧ In(x, percussionSection) → Idiophone(x) ⊕ Membranophone(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Idiophone(x) → Vibrate(x, primaryBody))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Membranophone(x) → Vibrate(x, stretchedMembrane))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Vibrate(x, primaryBody) → TuneBySanding(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Vibrate(x, stretchedMembrane) → TuneByTightening(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Timpani(x) → TunedByTightening(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Xylophone(x) → ¬TunedByTightening(x))
Instrument(snareDrum) ∧ In(snareDrum, percussionSection) ∧ ¬(Timpani(snareDrum) ⊕ TunedBySanding(snareDrum))",The snare drum is a xylophone.,Xylophone(snareDrum),False,1421,"∀x (Percussion(x) → (Idiophone(x) ⊕ Membranophone(x)))  
∀x ((Percussion(x) ∧ Idiophone(x)) → PrimaryVibrate(x))  
∀x ((Percussion(x) ∧ Membranophone(x)) → StretchedVibrate(x))  
∀x ((Percussion(x) ∧ PrimaryVibrate(x)) → TunedBySanding(x))  
∀x ((Percussion(x) ∧ StretchedVibrate(x)) → TunedByTightening(x))  
∀x ((Percussion(x) ∧ Timpani(x)) → TunedByTightening(x))  
∀x ((Percussion(x) ∧ Xylophone(x)) → ¬TunedByTightening(x))  
Percussion(snare).  
(Timpani(snare) ∧ TunedByStanding(snare)) ⊕ ¬(Timpani(snare)","

∀x (Percussion(x) → Idiophone(x) ∨ Membranophone(x))  
∀x (Percussion(x) ∧ Idiophone(x) → VibratePrimaryBody(x))  
∀x (Percussion(x) ∧ Membranophone(x) → VibrateStretchedMembrane(x))  
∀x (Percussion(x) ∧ VibratePrimaryBody(x) → TuneBySanding(x))  
∀x (Percussion(x) ∧ VibrateStretchedMembrane(x) → TuneByTightening(x))  
∀x (Timpani(x) ∧ Percussion(x) → TuneByTightening(x))  
∀x (Xylophone(x) ∧ Percussion(x) → ¬TuneByTightening(x))  
Percussion(SnareDrum) ∧ ((Timpani(SnareDrum) ∧ TuneByStanding(SnareDrum)) ∨ (¬Timpani(SnareDrum) ∧ ¬TuneByStanding(SnareDrum)))"
62,485,"Every instrument in the percussion section is either an idiophone or a membranophone.
Idiophones in the percussion section vibrate their primary body.
Membranophones in the percussion section vibrate a stretched membrane.
Every instrument in the percussion section that vibrates its primary body also tunes by sanding.
Every instrument in the percussion section that vibrates a stretched membrane also tunes by tightening.
Timpani in the percussion section are tuned by tightening.
Xylophones in the percussion section are not tuned by tightening.
The snare drum is in the percussion section; and either is both a timpani and is tuned by standing, or neither. ","∀x (Instrument(x) ∧ In(x, percussionSection) → Idiophone(x) ⊕ Membranophone(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Idiophone(x) → Vibrate(x, primaryBody))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Membranophone(x) → Vibrate(x, stretchedMembrane))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Vibrate(x, primaryBody) → TuneBySanding(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Vibrate(x, stretchedMembrane) → TuneByTightening(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Timpani(x) → TunedByTightening(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Xylophone(x) → ¬TunedByTightening(x))
Instrument(snareDrum) ∧ In(snareDrum, percussionSection) ∧ ¬(Timpani(snareDrum) ⊕ TunedBySanding(snareDrum))",The snare drum is a xylophone or tuned by tightening.,Xylophone(snareDrum) ∨ TunedByTightening(snareDrum),True,1422,"∀x (Percussion(x) → (Idiophone(x) ∨ Membranophone(x)))  
∀x (Percussion(x) ∧ Idiophone(x) → VibrateBody(x))  
∀x (Percussion(x) ∧ Membranophone(x) → VibrateMembrane(x))  
∀x (Percussion(x) ∧ VibrateBody(x) → TuneSand(x))  
∀x (Percussion(x) ∧ VibrateMembrane(x) → TuneTighten(x))  
∀x (Percussion(x) ∧ Timpani(x) → TuneTighten(x))  
∀x (Percussion(x) ∧ Xylophone(x) → ¬TuneTighten(x))  
Percussion(snare)  
((Timpani(snare) ∧ TunedByStanding(snare)) ∨ (¬Timpani(snare) ∧","

∀x (InPercussion(x) → (Idiophone(x) ∨ Membranophone(x)))  
∀x (InPercussion(x) ∧ Idiophone(x) → VibratePrimaryBody(x))  
∀x (InPercussion(x) ∧ Membranophone(x) → VibrateStretchedMembrane(x))  
∀x (InPercussion(x) ∧ VibratePrimaryBody(x) → TuneBySanding(x))  
∀x (InPercussion(x) ∧ VibrateStretchedMembrane(x) → TuneByTightening(x))  
∀x (Timpani(x) ∧ InPercussion(x) → TuneByTightening(x))  
∀x (Xylophone(x) ∧ InPercussion(x) → ¬TuneByTightening(x))  
InPercussion(SnareDrum) ∧ ((Timpani(SnareDrum) ∧ TuneByStanding(SnareDrum)) ⊕ ¬(Timpani(SnareDrum) ∨ TuneByStanding(SnareDrum)))"
63,485,"Every instrument in the percussion section is either an idiophone or a membranophone.
Idiophones in the percussion section vibrate their primary body.
Membranophones in the percussion section vibrate a stretched membrane.
Every instrument in the percussion section that vibrates its primary body also tunes by sanding.
Every instrument in the percussion section that vibrates a stretched membrane also tunes by tightening.
Timpani in the percussion section are tuned by tightening.
Xylophones in the percussion section are not tuned by tightening.
The snare drum is in the percussion section; and either is both a timpani and is tuned by standing, or neither. ","∀x (Instrument(x) ∧ In(x, percussionSection) → Idiophone(x) ⊕ Membranophone(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Idiophone(x) → Vibrate(x, primaryBody))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Membranophone(x) → Vibrate(x, stretchedMembrane))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Vibrate(x, primaryBody) → TuneBySanding(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Vibrate(x, stretchedMembrane) → TuneByTightening(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Timpani(x) → TunedByTightening(x))
∀x (Instrument(x) ∧ In(x, percussionSection) ∧ Xylophone(x) → ¬TunedByTightening(x))
Instrument(snareDrum) ∧ In(snareDrum, percussionSection) ∧ ¬(Timpani(snareDrum) ⊕ TunedBySanding(snareDrum))",The snare drum is either a xylophone or tuned by tightening.,Xylophone(snareDrum) ⊕ TunedByTightening(snareDrum),True,1423,"∀x (InPercussion(x) → (Idiophone(x) ∨ Membranophone(x)))  
∀x ((Idiophone(x) ∧ InPercussion(x)) → VibratePrimary(x))  
∀x ((Membranophone(x) ∧ InPercussion(x)) → VibrateMembrane(x))  
∀x ((InPercussion(x) ∧ VibratePrimary(x)) → TunesSand(x))  
∀x ((InPercussion(x) ∧ VibrateMembrane(x)) → TunesTighten(x))  
∀x ((Timpani(x) ∧ InPercussion(x)) → TunesTighten(x))  
∀x ((Xylophone(x) ∧ InPercussion(x)) → ¬TunesTighten(x))  
InPercussion(snare) ∧ ((Timpani(snare) ∧ TunedByStanding(snare)) ⊕ ¬(Timpani(snare)","

∀x (Percussion(x) → (Idiophone(x) ∨ Membranophone(x)))  
∀x ((Idiophone(x) ∧ Percussion(x)) → VibratePrimaryBody(x))  
∀x ((Membranophone(x) ∧ Percussion(x)) → VibrateStretchedMembrane(x))  
∀x ((Percussion(x) ∧ VibratePrimaryBody(x)) → TuneBySanding(x))  
∀x ((Percussion(x) ∧ VibrateStretchedMembrane(x)) → TuneByTightening(x))  
∀x ((Timpani(x) ∧ Percussion(x)) → TuneByTightening(x))  
∀x ((Xylophone(x) ∧ Percussion(x)) → ¬TuneByTightening(x))  
Percussion(SnareDrum) ∧ ((Timpani(SnareDrum) ∧ TuneByStanding(SnareDrum)) ∨ (¬Timpani(SnareDrum) ∧ ¬TuneByStanding(SnareDrum)))"
64,413,"All the unpeeled fruits on Mary's table need to be washed.
There is an unripened fruit on Mary's table.
All the fruits on Mary's table are unpeeled or served in a bowl.
The banana is on Mary's table.
The banana is either sliced or unpeeled.
If the banana is not both sliced and unripened, then it is not sliced and does not need to be washed.","∀x ((Fruit(x) ∧ On(x, marySTable) ∧ Unpeeled(x)) → NeedToBeWashed(x))
∃x (Fruit(x) ∧ On(x, marySTable) ∧ Unripened(x))
∀x ((Fruit(x) ∧ On(x, marySTable)) → (Unpeeled(x) ∨ ServedIn(x, bowl)))
On(banana, mary'STable)
Sliced(banana) ⊕ Unpeeled(banana)
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana) ∧ ¬NeedToBeWashed(banana))",The banana needs to be washed.,NeedToBeWashed(banana),Uncertain,1159,"∀x ((Unpeeled(x) ∧ OnTable(x)) → NeedWash(x))  
∃x (Unripened(x) ∧ OnTable(x))  
∀x (OnTable(x) → (Unpeeled(x) ∨ ServedInBowl(x)))  
OnTable(b) ∧ Banana(b)  
Sliced(b) ∨ Unpeeled(b)  
¬(Sliced(b) ∧ Unripened(b)) → (¬Sliced(b","

∀x (Fruit(x) ∧ OnTable(x, mary) ∧ Unpeeled(x) → NeedsWashing(x))  
∃x (Fruit(x) ∧ OnTable(x, mary) ∧ Unripened(x))  
∀x (Fruit(x) ∧ OnTable(x, mary) → (Unpeeled(x) ∨ ServedInBowl(x)))  
OnTable(banana, mary)  
Sliced(banana) ∨ Unpeeled(banana)  
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana) ∧ ¬NeedsWashing(banana))"
65,413,"All the unpeeled fruits on Mary's table need to be washed.
There is an unripened fruit on Mary's table.
All the fruits on Mary's table are unpeeled or served in a bowl.
The banana is on Mary's table.
The banana is either sliced or unpeeled.
If the banana is not both sliced and unripened, then it is not sliced and does not need to be washed.","∀x ((Fruit(x) ∧ On(x, marySTable) ∧ Unpeeled(x)) → NeedToBeWashed(x))
∃x (Fruit(x) ∧ On(x, marySTable) ∧ Unripened(x))
∀x ((Fruit(x) ∧ On(x, marySTable)) → (Unpeeled(x) ∨ ServedIn(x, bowl)))
On(banana, mary'STable)
Sliced(banana) ⊕ Unpeeled(banana)
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana) ∧ ¬NeedToBeWashed(banana))",The banana is unripened and served in a bowl.,"Unripened(banana) ∧ ServedIn(banana, bowl)",True,1160,"∀x ((Fruit(x) ∧ Unpeeled(x) ∧ OnTable(x)) → NeedWash(x))  
∃x (Fruit(x) ∧ Unripened(x) ∧ OnTable(x))  
∀x ((Fruit(x) ∧ OnTable(x)) → (Unpeeled(x) ∨ ServedInBowl(x)))  
Fruit(banana)  
OnTable(banana)  
Unpeeled(banana) ∨ Sliced(banana)  
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana)","

∀x (OnTable(x, Mary) ∧ Unpeeled(x) → NeedsWash(x))  
∃x (OnTable(x, Mary) ∧ Unripened(x))  
∀x (OnTable(x, Mary) → (Unpeeled(x) ∨ ServedInBowl(x)))  
OnTable(banana, Mary)  
Sliced(banana) ∨ Unpeeled(banana)  
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana) ∧ ¬NeedsWash(banana))"
66,413,"All the unpeeled fruits on Mary's table need to be washed.
There is an unripened fruit on Mary's table.
All the fruits on Mary's table are unpeeled or served in a bowl.
The banana is on Mary's table.
The banana is either sliced or unpeeled.
If the banana is not both sliced and unripened, then it is not sliced and does not need to be washed.","∀x ((Fruit(x) ∧ On(x, marySTable) ∧ Unpeeled(x)) → NeedToBeWashed(x))
∃x (Fruit(x) ∧ On(x, marySTable) ∧ Unripened(x))
∀x ((Fruit(x) ∧ On(x, marySTable)) → (Unpeeled(x) ∨ ServedIn(x, bowl)))
On(banana, mary'STable)
Sliced(banana) ⊕ Unpeeled(banana)
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana) ∧ ¬NeedToBeWashed(banana))",The banana is either unripened or served in a bowl.,"Unripened(banana) ⊕ ServedIn(banana, bowl)",False,1161,"FOL Premises:
∀x ((Fruit(x) ∧ Unpeeled(x) ∧ OnTableMary(x)) → NeedWash(x))
∃x (Fruit(x) ∧ Unripened(x) ∧ OnTableMary(x))
∀x ((Fruit(x) ∧ OnTableMary(x)) → (Unpeeled(x) ∨ ServedInBowl(x)))
OnTableMary(banana)
(Sliced(banana) ∨ Unpeeled(banana))
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana)","

∀x ( (Unpeeled(x) ∧ OnTable(x)) → NeedsWashing(x) )  
∃x ( Unripened(x) ∧ OnTable(x) )  
∀x ( OnTable(x) → (Unpeeled(x) ∨ ServedInBowl(x)) )  
OnTable(banana)  
Sliced(banana) ∨ Unpeeled(banana)  
¬(Sliced(banana) ∧ Unripened(banana)) → (¬Sliced(banana) ∧ ¬NeedsWashing(banana))"
67,204,"A fortification is a military construction designed to defend territories in warfare.
Borj Masouda is one of the four main fortifications of the medina of Sfax.
The Sfax medina is in Tunisia.
The defensive wall is a type of fortification.","∀x (Fortification(x) → MilitaryConstruction(x) ∧ DesignedtoDefendTerritoriesinWarfare(x))
∃x (MainFortification(x,4) ∧ MainFortification(borjMasouda) ∧ In(borjMasouda, sfaxMedina))
In(sfaxMedina, tunisia)
∀x (DefensiveWall(x) → Fortification(x))",Borj Masouda is a construction.,MilitaryConstructionDesignedToDefendTerritoriesInWarfare(borjMasouda),True,581,"∃x(Fortification(x) → MilitaryConstruction(x))  
∀x(Fortification(x) → ∃y(Territory(y) ∧ Defends(x,y)))  
Fortification(borjMasouda) ∧ MainFortification(borjMasouda) ∧ LocatedIn(borjMasouda,medinaSfax)  
LocatedIn(medinaSfax,tunisia)  
Fortification(defensiveWall","

∀x (Fortification(x) → MilitaryConstruction(x) ∧ DefendTerritories(x))  
MainFortification(BorjMasouda, SfaxMedina)  
In(SfaxMedina, Tunisia)  
∀x (DefensiveWall(x) → Fortification(x))"
68,204,"A fortification is a military construction designed to defend territories in warfare.
Borj Masouda is one of the four main fortifications of the medina of Sfax.
The Sfax medina is in Tunisia.
The defensive wall is a type of fortification.","∀x (Fortification(x) → MilitaryConstruction(x) ∧ DesignedtoDefendTerritoriesinWarfare(x))
∃x (MainFortification(x,4) ∧ MainFortification(borjMasouda) ∧ In(borjMasouda, sfaxMedina))
In(sfaxMedina, tunisia)
∀x (DefensiveWall(x) → Fortification(x))",Borj Masouda is in the medina of Sfax.,"In(borjMasouda, medinaSfax)",True,582,"∀x (Fortification(x) → (MilitaryConstruction(x) ∧ DefendedInWarfare(x)))  
Fortification(borjMasouda)  
MainFortification(borjMasouda)  
LocatedIn(borjMasouda, medinaSfax)  
LocatedIn(medinaSfax, Tunisia)  
∀x (Def","

∀x (Fortification(x) → MilitaryConstruction(x) ∧ DesignedForDefense(x))  
Fortification(BorjMasouda)  
Location(SfaxMedina, Tunisia)  
∀x (DefensiveWall(x) → Fortification(x))"
69,204,"A fortification is a military construction designed to defend territories in warfare.
Borj Masouda is one of the four main fortifications of the medina of Sfax.
The Sfax medina is in Tunisia.
The defensive wall is a type of fortification.","∀x (Fortification(x) → MilitaryConstruction(x) ∧ DesignedtoDefendTerritoriesinWarfare(x))
∃x (MainFortification(x,4) ∧ MainFortification(borjMasouda) ∧ In(borjMasouda, sfaxMedina))
In(sfaxMedina, tunisia)
∀x (DefensiveWall(x) → Fortification(x))",Borj Masouda is not in Tunisian.,"¬In(borjMasouda, tunisia)",False,583,"∀x (Fortification(x) → MilitaryConstruction(x) ∧ DesignedToDefendTerritories(x))  
Fortification(BorjMasouda) ∧ MainFortification(BorjMasouda)  
In(Sfax, Tunisia","

1. ∀x (Fortification(x) → (MilitaryConstruction(x) ∧ DesignedToDefendTerritories(x)))  
2. MainFortification(BorjMasouda, SfaxMedina)  
3. InTunisia(SfaxMedina)  
4. ∀x (DefensiveWall(x) → Fortification(x))"
70,204,"A fortification is a military construction designed to defend territories in warfare.
Borj Masouda is one of the four main fortifications of the medina of Sfax.
The Sfax medina is in Tunisia.
The defensive wall is a type of fortification.","∀x (Fortification(x) → MilitaryConstruction(x) ∧ DesignedtoDefendTerritoriesinWarfare(x))
∃x (MainFortification(x,4) ∧ MainFortification(borjMasouda) ∧ In(borjMasouda, sfaxMedina))
In(sfaxMedina, tunisia)
∀x (DefensiveWall(x) → Fortification(x))",Borj Masouda is a defensive wall.,DefensiveWall(borjMasouda),Uncertain,584,"**Predicates**  
Fortification(x) ::: x is a fortification.  
MilitaryConstruction(x) ::: x is a military construction.  
DesignedToDefend(x) ::: x is designed to defend territories in warfare.  
DefensiveWall(x) ::: x is a defensive wall.  
MainFortification(x) ::: x is a main fortification of the Sfax medina.  
In(x, y) ::: x is in y.  

**FOL Premises**  
∀x (Fortification(x) → (MilitaryConstruction(x) ∧ DesignedToDefend(x))).  
Fortification(BorjMasouda) ∧ MainFortification(BorjMasouda) ∧ In(BorjMasouda, SfaxMedina).  
In(SfaxMedina, Tunisia).  
∀x (Def","

∀x (Fortification(x) → (MilitaryConstruction(x) ∧ DesignedToDefendTerritories(x) ∧ InWarfare(x)))  
Fortification(b) ∧ MainFortification(b, s)  
Medina(s) ∧ InTunisia(s)  
∀x (DefensiveWall(x) → Fortification(x))"
71,91,"Virginia Lee is an Australian rower.
Virginia Lee competed in both sweep oared and sculling events.
Sydney is Virginia Lee's home city.
New South Wales was represented by Virginia Lee.","Australian(virginiaLee) ∧ Rower(virginiaLee)
CompetesIn(virginiaLee, sweepOaredEvents) ∧ CompetesIn(virginiaLee, scullingEvents)
City(sydney) ∧ HomeCity(sydney, virginiaLee)
Represents(virginiaLee, newSouthWales)",Sydney is not the home city to any rower.,"∀x (Rower(x) → ¬HomeCity(sydney, x))",False,276,"Australian(virginia_lee) ∧ Rower(virginia_lee)  
Competed(virginia_lee, sweep_oared) ∧ Competed(virginia_lee, sculling)  
HomeCity(virginia_lee, sydney)  
RepresentedBy(virginia","

∀x (Australian(x) ∧ Rower(x)) ::: Virginia Lee is an Australian rower.  
CompetesInSweepOared(virginia) ∧ CompetesInSculling(virginia) ::: Virginia Lee competed in both sweep oared and sculling events.  
HomeCity(virginia, sydney) ::: Sydney is Virginia Lee's home city.  
Represents(virginia, newSouthWales) ::: New South Wales was represented by Virginia Lee."
72,91,"Virginia Lee is an Australian rower.
Virginia Lee competed in both sweep oared and sculling events.
Sydney is Virginia Lee's home city.
New South Wales was represented by Virginia Lee.","Australian(virginiaLee) ∧ Rower(virginiaLee)
CompetesIn(virginiaLee, sweepOaredEvents) ∧ CompetesIn(virginiaLee, scullingEvents)
City(sydney) ∧ HomeCity(sydney, virginiaLee)
Represents(virginiaLee, newSouthWales)",No Australian has represented New South Wales.,"∀x (Australian(x) → ¬Represented(x, newSouthWales))",False,277,"Rower(virginia_lee)  
Australian(virginia_lee)  
CompetedSweep(virginia_lee)  
CompetedScull(virginia_lee)  
HomeCity(virginia_lee, sydney)  
Represents(virginia","

1. Australian(VirginiaLee) ∧ Rower(VirginiaLee)  
2. CompetesIn(VirginiaLee, sweepOared) ∧ CompetesIn(VirginiaLee, sculling)  
3. HomeCity(VirginiaLee, Sydney)  
4. Represents(VirginiaLee, NewSouthWales)"
73,91,"Virginia Lee is an Australian rower.
Virginia Lee competed in both sweep oared and sculling events.
Sydney is Virginia Lee's home city.
New South Wales was represented by Virginia Lee.","Australian(virginiaLee) ∧ Rower(virginiaLee)
CompetesIn(virginiaLee, sweepOaredEvents) ∧ CompetesIn(virginiaLee, scullingEvents)
City(sydney) ∧ HomeCity(sydney, virginiaLee)
Represents(virginiaLee, newSouthWales)",An Australian who competed in sweep oared events represented New South Wales.,"∃x (Australian(x) ∧ CompetesIn(x, sweepOaredEvents) ∧ Represents(x, newSouthWales))",True,278,"Australian(virginia_lee) ∧ Rower(virginia_lee)  
CompetesIn(virginia_lee, sweep_oared) ∧ CompetesIn(virginia_lee, sculling_event)  
HomeCity(virginia_lee, sydney)  
RepresentedBy(new_s","

AustralianRower(VirginiaLee)  
CompetedInBoth(VirginiaLee)  
HomeCity(VirginiaLee, Sydney)  
RepresentedBy(VirginiaLee, NewSouthWales)"
74,365,"If people in this neighborhood shop at Whole Foods regularly, then they do not shop at Stop and Shop regularly.
If people in this neighborhood are trying to start new diets, then they shop at Whole Foods regularly.
All people in this neighborhood who constantly have packed schedules and live close to a Stop and Shop location shop at Stop and Shop regularly.
If people in this neighborhood have at least one child and live in small towns, then they constantly have packed schedules and live close to a Stop and Shop location.
If people in this neighborhood grew up as only children and had a close-knit family during their childhood, then they have at least one child and live in small towns.
Susan is living in this neighborhood, and if she constantly has packed schedules and lives close to a Stop and Shop location, then Susan both constantly has packed schedules and lives close to a Stop and Shop location and is also trying to start a new diet. ","∀x (In(x, thisNeighborhood) ∧ ShopRegularlyAt(x, wholeFoods) → ¬ShopRegularlyAt(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ TryToStart(x, newDiet) → ShopRegularlyAt(x, wholeFoods))
∀x (In(x, thisNeighborhood) ∧ Have(x, packedSchedule) ∧ LiveCloseTo(x, stopAndShop) → ShopRegularlyAt(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ ∃y (Child(y) ∧ Have(x, y)) ∧ LiveIn(x, smallTown) → HasPackedSchedule(x) ∧ LiveCloseTo(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ GrowUpAs(x, onlyChild) ∧ HaveCloseKnitWith(x, family) → ∃y (Child(y) ∧ Have(x, y)) ∧ LiveIn(x, smallTown))
In(susan, thisNeighborhood) ∧ (Have(susan, packedSchedule) ∧ LiveCloseTo(susan, stopAndShop)) → Have(susan, packedSchedule)∧ LiveCloseTo(susan, stopAndShop) ∧ TryToStart(susan, newDiet)",Susan is living in this neighborhood and she grew up as an only child and had a close-knit family during her childhood.,"InThisNeighborhood(susan) ∧ (GrowUpAs(susan, onlyChild) ∧ HaveCloseKnitWith(susan, family))",False,970,"∀x (ShopWF(x) → ¬ShopSS(x))   
∀x (TryingStartDiet(x) → ShopWF(x))   
∀x ((PackedSchedule(x) ∧ LivesCloseToSS(x)) → ShopSS(x))   
∀x ((HasChild(x) ∧ LiveSmallTown(x)) → (PackedSchedule(x) ∧ LivesCloseToSS(x)))   
∀x ((OnlyChild(x) ∧ CloseNFamily(x)) → (HasChild(x) ∧ LiveSmallTown(x)))   
(PackedSchedule(susan) ∧ LivesCloseToSS(susan)) → (PackedSchedule(susan) ∧ LivesCloseToSS(susan","

∀x (InNeighborhood(x) ∧ ShopWholeFoods(x) → ¬ShopStopShop(x))  
∀x (InNeighborhood(x) ∧ TryNewDiet(x) → ShopWholeFoods(x))  
∀x (InNeighborhood(x) ∧ PackedSchedules(x) ∧ LiveCloseStopShop(x) → ShopStopShop(x))  
∀x (InNeighborhood(x) ∧ AtLeastOneChild(x) ∧ LiveSmallTowns(x) → (PackedSchedules(x) ∧ LiveCloseStopShop(x)))  
∀x (InNeighborhood(x) ∧ GrewUpOnlyChild(x) → (AtLeastOneChild(x) ∧ LiveSmallTowns(x)))  
InNeighborhood(susan)  
(PackedSchedules(susan) ∧ LiveCloseStopShop(susan)) → TryNewDiet(susan)"
75,365,"If people in this neighborhood shop at Whole Foods regularly, then they do not shop at Stop and Shop regularly.
If people in this neighborhood are trying to start new diets, then they shop at Whole Foods regularly.
All people in this neighborhood who constantly have packed schedules and live close to a Stop and Shop location shop at Stop and Shop regularly.
If people in this neighborhood have at least one child and live in small towns, then they constantly have packed schedules and live close to a Stop and Shop location.
If people in this neighborhood grew up as only children and had a close-knit family during their childhood, then they have at least one child and live in small towns.
Susan is living in this neighborhood, and if she constantly has packed schedules and lives close to a Stop and Shop location, then Susan both constantly has packed schedules and lives close to a Stop and Shop location and is also trying to start a new diet. ","∀x (In(x, thisNeighborhood) ∧ ShopRegularlyAt(x, wholeFoods) → ¬ShopRegularlyAt(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ TryToStart(x, newDiet) → ShopRegularlyAt(x, wholeFoods))
∀x (In(x, thisNeighborhood) ∧ Have(x, packedSchedule) ∧ LiveCloseTo(x, stopAndShop) → ShopRegularlyAt(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ ∃y (Child(y) ∧ Have(x, y)) ∧ LiveIn(x, smallTown) → HasPackedSchedule(x) ∧ LiveCloseTo(x, stopAndShop))
∀x (In(x, thisNeighborhood) ∧ GrowUpAs(x, onlyChild) ∧ HaveCloseKnitWith(x, family) → ∃y (Child(y) ∧ Have(x, y)) ∧ LiveIn(x, smallTown))
In(susan, thisNeighborhood) ∧ (Have(susan, packedSchedule) ∧ LiveCloseTo(susan, stopAndShop)) → Have(susan, packedSchedule)∧ LiveCloseTo(susan, stopAndShop) ∧ TryToStart(susan, newDiet)",Susan is living in this neighborhood and she is trying to start a new diet.,"InThisNeighborhood(susan) ∧ (TryToStart(susan, newDiet))",Uncertain,971,"∀x (ShopWholeFoods(x) → ¬ShopStopAndShop(x))  
∀x (StartNewDiet(x) → ShopWholeFoods(x))  
∀x ((PackedSchedule(x) ∧ CloseToStopAndShop(x)) → ShopStopAndShop(x))  
∀x ((HasChild(x) ∧ LivesInSmallTown(x)) → (PackedSchedule(x) ∧ CloseToStopAndShop(x)))  
∀x ((OnlyChildGrowingUp(x) ∧ HadCloseKnitFamily(x)) → (HasChild(x) ∧ LivesInSmallTown(x)))  
((PackedSchedule(susan) ∧ CloseToStopAndShop(susan)) → (PackedSchedule(susan) ∧ CloseToStopAndShop(susan","

∀x (ShopWholeFoods(x) → ¬ShopStopShop(x))  
∀x (Diets(x) → ShopWholeFoods(x))  
∀x ((PackedSchedules(x) ∧ LiveCloseStopShop(x)) → ShopStopShop(x))  
∀x ((Children(x) ∧ LiveSmallTowns(x)) → (PackedSchedules(x) ∧ LiveCloseStopShop(x)))  
∀x ((OnlyChildren(x) ∧ CloseFamily(x)) → (Children(x) ∧ LiveSmallTowns(x)))  
Resident(Susan)  
(PackedSchedules(Susan) ∧ LiveCloseStopShop(Susan)) → Diets(Susan)"
